,Color,VehicleModel,VehicleDesc,ModelYear,VehicleType,DateStolen,Location,BASIC_COLOUR,BODY_TYPE,CC_RATING,MAKE,ORIGINAL_COUNTRY,VEHICLE_TYPE,VEHICLE_YEAR
3359,GREY,MAZDA,DEMIO,2005,HATCHBACK,1/04/2022,BAY OF PLENTY,RED,HATCHBACK,1498,MAZDA,JAPAN,PASSENGER CAR/VAN,1997
3360,WHITE,MAZDA,AXELA,2007,HATCHBACK,22/01/2022,WAIKATO,BLUE,HATCHBACK,2260,MAZDA,JAPAN,PASSENGER CAR/VAN,2004
3361,BLACK,NISSAN,TIIDA,2009,HATCHBACK,6/03/2022,WAITEMATA,WHITE,SALOON,1797,NISSAN,JAPAN,PASSENGER CAR/VAN,2007
3362,SILVER,NISSAN,TIIDA,2005,HATCHBACK,2/04/2022,COUNTIES/MANUKAU,WHITE,SALOON,1797,NISSAN,JAPAN,PASSENGER CAR/VAN,2007
3363,SILVER,TOYOTA,MARKX,2006,SALOON,16/03/2022,CANTERBURY,SILVER,SALOON,2499,TOYOTA,JAPAN,PASSENGER CAR/VAN,2005
3364,GREY,TOYOTA,WISH,2005,STATIONWAGON,4/03/2022,AUCKLAND CITY,WHITE,STATION WAGON,1998,TOYOTA,JAPAN,PASSENGER CAR/VAN,2005
3365,BLUE,JAGUAR,XF,2009,SALOON,27/03/2022,COUNTIES/MANUKAU,BLUE,STATION WAGON,4100,FORD,AUSTRALIA,PASSENGER CAR/VAN,1984
3366,BLUE,HONDA,FIT,2006,HATCHBACK,5/04/2022,WAITEMATA,BLUE,STATION WAGON,1330,HONDA,JAPAN,PASSENGER CAR/VAN,2001
3367,WHITE,SUZUKI,SWIFT,2006,HATCHBACK,3/12/2021,BAY OF PLENTY,WHITE,HATCHBACK,1298,SUZUKI,JAPAN,PASSENGER CAR/VAN,1995
3368,WHITE,MITSUBISHI,LANCER,2000,SALOON,24/12/2021,AUCKLAND CITY,GREEN,HATCHBACK,1597,MITSUBISHI,JAPAN,PASSENGER CAR/VAN,1996
3369,BLACK,NISSAN,X-TRAIL,2018,STATIONWAGON,28/03/2022,WAIKATO,RED,STATION WAGON,2487,NISSAN,JAPAN,PASSENGER CAR/VAN,2001
3370,WHITE,NISSAN,MURANO,2004,STATIONWAGON,18/12/2021,AUCKLAND CITY,GREY,STATION WAGON,3498,NISSAN,JAPAN,PASSENGER CAR/VAN,2007
3371,SILVER,TOYOTA,HILUX,2018,UTILITY,31/03/2022,CANTERBURY,RED,UTILITY,2779,TOYOTA,JAPAN,GOODS VAN/TRUCK/UTILITY,1994
3372,GREY,NISSAN,NOTE,2005,HATCHBACK,14/10/2021,WAIKATO,SILVER,HATCHBACK,1498,NISSAN,JAPAN,PASSENGER CAR/VAN,2005
3373,WHITE,TOYOTA,SIENTA,2007,HATCHBACK,15/03/2022,COUNTIES/MANUKAU,SILVER,HATCHBACK,1490,TOYOTA,JAPAN,PASSENGER CAR/VAN,2004
3374,SILVER,TOYOTA,VOXY,2006,STATIONWAGON,13/02/2022,EASTERN,BLACK,STATION WAGON,1990,TOYOTA,JAPAN,PASSENGER CAR/VAN,2005
3375,GOLD,NISSAN,TIIDA,2007,HATCHBACK,9/10/2021,NORTHLAND,WHITE,SALOON,1797,NISSAN,JAPAN,PASSENGER CAR/VAN,2007
3376,SILVER,FORD,FALCON,2006,SALOON,17/01/2022,CANTERBURY,BLACK,SALOON,3984,FORD,AUSTRALIA,PASSENGER CAR/VAN,1994
3377,SILVER,TOYOTA,VITZ,2007,HATCHBACK,3/04/2022,AUCKLAND CITY,WHITE,HATCHBACK,990,TOYOTA,JAPAN,PASSENGER CAR/VAN,2000
3378,BROWN,NISSAN,TIIDA,2008,SALOON,12/03/2022,WAIKATO,WHITE,SALOON,1797,NISSAN,JAPAN,PASSENGER CAR/VAN,2007
3379,GREEN,NISSAN,TEANA,2006,STATIONWAGON,22/03/2022,COUNTIES/MANUKAU,SILVER,SALOON,3490,NISSAN,JAPAN,PASSENGER CAR/VAN,2003
3380,BLUE,TOYOTA,HILUX,2018,UTILITY,29/01/2022,COUNTIES/MANUKAU,RED,UTILITY,2779,TOYOTA,JAPAN,GOODS VAN/TRUCK/UTILITY,1994
3381,RED,MITSUBISHI,PAJERO,1993,STATIONWAGON,6/01/2022,EASTERN,SILVER,STATION WAGON,2835,MITSUBISHI,JAPAN,PASSENGER CAR/VAN,1994
3382,WHITE,FORD,TRANSIT,2018,LIGHT VAN,14/10/2021,AUCKLAND CITY,SILVER,SELF PROPELLED CARAVAN,3300,FORD,NEW ZEALAND,MOTOR CARAVAN,1975
3383,BLUE,BMW,320I,2008,SALOON,26/01/2022,COUNTIES/MANUKAU,WHITE,SALOON,1990,BMW,SOUTH AFRICA,PASSENGER CAR/VAN,1986
3384,BLACK,SUBARU,IMPREZA,2008,HATCHBACK,5/04/2022,CANTERBURY,WHITE,SALOON,1597,SUBARU,JAPAN,PASSENGER CAR/VAN,1993
3385,SILVER,SUZUKI,SWIFT,2006,HATCHBACK,6/01/2022,AUCKLAND CITY,WHITE,HATCHBACK,1298,SUZUKI,JAPAN,PASSENGER CAR/VAN,1995
3386,SILVER,TOYOTA,HILUX,2005,UTILITY,20/03/2022,TASMAN,RED,UTILITY,2779,TOYOTA,JAPAN,GOODS VAN/TRUCK/UTILITY,1994
3387,GREY,MITSUBISHI,OUTLANDER,2008,STATIONWAGON,11/02/2022,CANTERBURY,SILVER,STATION WAGON,2359,MITSUBISHI,JAPAN,PASSENGER CAR/VAN,2006
3388,SILVER,HOLDEN,VX COMMODORE,2000,SALOON,29/03/2022,WAIKATO,BLUE,STATION WAGON,5665,HOLDEN,AUSTRALIA,PASSENGER CAR/VAN,2001
3389,BLACK,VOLKSWAGEN,GOLF,2005,HATCHBACK,13/02/2022,WAITEMATA,RED,HATCHBACK,1780,VOLKSWAGEN,JAPAN,PASSENGER CAR/VAN,1987
3390,SILVER,NISSAN,TIIDA,2011,SALOON,14/02/2022,WAIKATO,WHITE,SALOON,1797,NISSAN,JAPAN,PASSENGER CAR/VAN,2007
3391,BLUE,NISSAN,NAVARA,2006,UTILITY,17/03/2022,COUNTIES/MANUKAU,YELLOW,UTILITY,2960,NISSAN,JAPAN,GOODS VAN/TRUCK/UTILITY,1996
3392,SILVER,MAZDA,PREMACY,2008,STATIONWAGON,8/10/2021,NORTHLAND,BLUE,STATION WAGON,1839,MAZDA,JAPAN,PASSENGER CAR/VAN,2000
3393,WHITE,MITSUBISHI,TRITON,2018,UTILITY,31/10/2021,CANTERBURY,YELLOW,OTHER COMMERCIAL TRAILER,0,TRITON,NOT KNOWN,TRAILER/CARAVAN,1984
3394,BLACK,FORD,TERRITORY,2005,STATIONWAGON,12/01/2022,CANTERBURY,SILVER,STATION WAGON,3984,FORD,AUSTRALIA,PASSENGER CAR/VAN,2004
3395,GREY,MAZDA,PREMACY,2007,STATIONWAGON,28/02/2022,EASTERN,BLUE,STATION WAGON,1839,MAZDA,JAPAN,PASSENGER CAR/VAN,2000
3396,RED,MAZDA,BT-50,2009,UTILITY,19/12/2021,BAY OF PLENTY,RED,UTILITY,2953,MAZDA,THAILAND,GOODS VAN/TRUCK/UTILITY,2008
3397,BLACK,BMW,M5,2005,SALOON,26/10/2021,CANTERBURY,RED,SALOON,3535,BMW,GERMANY,PASSENGER CAR/VAN,1990
3398,RED,HONDA,ODYSSEY,1995,STATIONWAGON,16/02/2022,COUNTIES/MANUKAU,SILVER,LIGHT VAN,2156,HONDA,JAPAN,PASSENGER CAR/VAN,1996
3399,GREY,NISSAN,NV200,2009,LIGHT VAN,21/01/2022,AUCKLAND CITY,WHITE,MOTORCYCLE,200,VESPA,INDIA,MOTORCYCLE,1992
3400,BLACK,HOLDEN,CREWMAN,2005,UTILITY,21/03/2022,EASTERN,BLACK,UTILITY,5665,HOLDEN,AUSTRALIA,GOODS VAN/TRUCK/UTILITY,2005
3401,SILVER,TOYOTA,RAV4,2008,STATIONWAGON,15/02/2022,EASTERN,BLUE,STATION WAGON,1998,TOYOTA,JAPAN,PASSENGER CAR/VAN,1996
3402,BLUE,TOYOTA,HILUX,1994,STATIONWAGON,5/12/2021,CANTERBURY,RED,UTILITY,2779,TOYOTA,JAPAN,GOODS VAN/TRUCK/UTILITY,1994
3403,WHITE,TOYOTA,RAUM,2009,HATCHBACK,20/02/2022,AUCKLAND CITY,WHITE,STATION WAGON,1496,TOYOTA,JAPAN,PASSENGER CAR/VAN,1998
3404,WHITE,NISSAN,BLUEBIRD,1992,HATCHBACK,22/03/2022,SOUTHERN,RED,SALOON,1952,NISSAN,JAPAN,PASSENGER CAR/VAN,1988
3405,RED,NISSAN,PRIMERA,1990,SALOON,5/01/2022,WAIKATO,WHITE,SALOON,1838,NISSAN,JAPAN,PASSENGER CAR/VAN,1991
3406,WHITE,MAZDA,ATENZA,2009,STATIONWAGON,16/11/2021,WAITEMATA,YELLOW,SALOON,2260,MAZDA,JAPAN,PASSENGER CAR/VAN,2002
3407,RED,MITSUBISHI,COLT,2009,HATCHBACK,30/03/2022,CANTERBURY,SILVER,DOMESTIC TRAILER,0,TRAILER,NOT KNOWN,TRAILER/CARAVAN,1985
3408,SILVER,CHRYSLER,PT CRUISER,2002,STATIONWAGON,22/03/2022,AUCKLAND CITY,SILVER,HATCHBACK,1995,CHRYSLER,UNITED STATES,PASSENGER CAR/VAN,2002
3409,RED,HOLDEN,COMMODORE,2004,SALOON,2/04/2022,COUNTIES/MANUKAU,BLUE,SALOON,5700,HOLDEN,AUSTRALIA,PASSENGER CAR/VAN,1994
3410,WHITE,MAZDA,BONGO,2012,LIGHT VAN,14/10/2021,WELLINGTON,WHITE,FLAT-DECK TRUCK,1415,MAZDA,JAPAN,GOODS VAN/TRUCK/UTILITY,1990
3411,BLUE,HONDA,FIT,2009,HATCHBACK,22/02/2022,EASTERN,BLUE,STATION WAGON,1330,HONDA,JAPAN,PASSENGER CAR/VAN,2001
3412,WHITE,TOYOTA,WISH,2007,STATIONWAGON,27/03/2022,BAY OF PLENTY,WHITE,STATION WAGON,1998,TOYOTA,JAPAN,PASSENGER CAR/VAN,2005
3413,WHITE,TOYOTA,RAV4,2018,STATIONWAGON,7/10/2021,COUNTIES/MANUKAU,BLUE,STATION WAGON,1998,TOYOTA,JAPAN,PASSENGER CAR/VAN,1996
3414,WHITE,TOYOTA,YARIS,2018,HATCHBACK,22/03/2022,AUCKLAND CITY,GREEN,SALOON,1496,TOYOTA,JAPAN,PASSENGER CAR/VAN,2008
3415,RED,SUZUKI,SWIFT,2007,HATCHBACK,20/02/2022,CENTRAL,WHITE,HATCHBACK,1298,SUZUKI,JAPAN,PASSENGER CAR/VAN,1995
3416,BLACK,DODGE,JOURNEY,2010,STATIONWAGON,14/11/2021,WAITEMATA,BLACK,SERVICE COACH,6494,ISUZU,JAPAN,BUS,1984
3417,GREY,TOYOTA,AQUA,2013,HATCHBACK,5/04/2022,WAITEMATA,GREY,DOMESTIC TRAILER,0,TRAILER,NOT KNOWN,TRAILER/CARAVAN,1985
3418,SILVER,TOYOTA,COROLLA,2018,HATCHBACK,18/01/2022,COUNTIES/MANUKAU,RED,HATCHBACK,1296,TOYOTA,JAPAN,PASSENGER CAR/VAN,1993
3419,BLUE,VOLKSWAGEN,GOLF,2007,HATCHBACK,3/04/2022,COUNTIES/MANUKAU,RED,HATCHBACK,1780,VOLKSWAGEN,JAPAN,PASSENGER CAR/VAN,1987
3420,SILVER,MAZDA,BOUNTY,2003,UTILITY,27/11/2021,CENTRAL,SILVER,UTILITY,2499,MAZDA,THAILAND,GOODS VAN/TRUCK/UTILITY,2004
3421,SILVER,TOYOTA,ISIS,2006,STATIONWAGON,2/04/2022,WAITEMATA,GREY,SALOON,2639,MORRIS,UNITED KINGDOM,PASSENGER CAR/VAN,1957
3422,SILVER,MAZDA,ATENZA,2007,SALOON,8/02/2022,CENTRAL,YELLOW,SALOON,2260,MAZDA,JAPAN,PASSENGER CAR/VAN,2002
3423,GREY,MITSUBISHI,OUTLANDER,2006,STATIONWAGON,2/03/2022,BAY OF PLENTY,SILVER,STATION WAGON,2359,MITSUBISHI,JAPAN,PASSENGER CAR/VAN,2006
3424,BLACK,HONDA,STREAM,2008,STATIONWAGON,3/04/2022,WELLINGTON,WHITE,CARAVAN,0,LITEWEIGHT,NOT KNOWN,TRAILER/CARAVAN,1967
3425,GREY,SUBARU,IMPREZA,2009,HATCHBACK,11/10/2021,WELLINGTON,WHITE,SALOON,1597,SUBARU,JAPAN,PASSENGER CAR/VAN,1993
3426,SILVER,MITSUBISHI,OUTLANDER,2008,STATIONWAGON,22/02/2022,NORTHLAND,SILVER,STATION WAGON,2359,MITSUBISHI,JAPAN,PASSENGER CAR/VAN,2006
3427,BLUE,AUDI,A6,2011,STATIONWAGON,1/03/2022,WAITEMATA,SILVER,SALOON,2309,AUDI,GERMANY,PASSENGER CAR/VAN,1996
3428,SILVER,TOYOTA,CALDINA,1998,STATIONWAGON,25/01/2022,BAY OF PLENTY,GREEN,STATION WAGON,1838,TOYOTA,JAPAN,PASSENGER CAR/VAN,1994
3429,BLUE,SUBARU,IMPREZA,2011,HATCHBACK,4/04/2022,CENTRAL,WHITE,SALOON,1597,SUBARU,JAPAN,PASSENGER CAR/VAN,1993
3430,SILVER,NISSAN,TIIDA,2008,HATCHBACK,24/03/2022,COUNTIES/MANUKAU,WHITE,SALOON,1797,NISSAN,JAPAN,PASSENGER CAR/VAN,2007
3431,BLUE,MITSUBISHI,COLT,2005,STATIONWAGON,21/02/2022,CANTERBURY,SILVER,DOMESTIC TRAILER,0,TRAILER,NOT KNOWN,TRAILER/CARAVAN,1985
3432,BROWN,MITSUBISHI,DELICA,2007,STATIONWAGON,9/11/2021,COUNTIES/MANUKAU,WHITE,FLAT-DECK TRUCK,1597,MITSUBISHI,JAPAN,GOODS VAN/TRUCK/UTILITY,1990
3433,WHITE,HONDA,FIT,2008,HATCHBACK,9/01/2022,AUCKLAND CITY,BLUE,STATION WAGON,1330,HONDA,JAPAN,PASSENGER CAR/VAN,2001
3434,RED,HONDA,INSIGHT,2009,SALOON,18/10/2021,COUNTIES/MANUKAU,YELLOW,HATCHBACK,995,HONDA,JAPAN,PASSENGER CAR/VAN,2000
3435,WHITE,HONDA,CROSSROAD,2007,HATCHBACK,31/03/2022,CENTRAL,GREEN,STATION WAGON,3947,HONDA,JAPAN,PASSENGER CAR/VAN,1994
3436,RED,TOYOTA,COROLLA,2018,SALOON,4/04/2022,COUNTIES/MANUKAU,RED,HATCHBACK,1296,TOYOTA,JAPAN,PASSENGER CAR/VAN,1993
3437,SILVER,TOYOTA,COROLLA,2003,STATIONWAGON,23/03/2022,COUNTIES/MANUKAU,RED,HATCHBACK,1296,TOYOTA,JAPAN,PASSENGER CAR/VAN,1993
3438,WHITE,TOYOTA,AQUA,2013,HATCHBACK,30/12/2021,SOUTHERN,GREY,DOMESTIC TRAILER,0,TRAILER,NOT KNOWN,TRAILER/CARAVAN,1985
3439,BLUE,MAZDA,AXELA,2005,HATCHBACK,2/12/2021,WAITEMATA,BLUE,HATCHBACK,2260,MAZDA,JAPAN,PASSENGER CAR/VAN,2004
3440,SILVER,SUBARU,FORESTER,2006,STATIONWAGON,14/01/2022,WAITEMATA,SILVER,STATION WAGON,1990,SUBARU,JAPAN,PASSENGER CAR/VAN,1998
3441,WHITE,FORD,COURIER,2005,UTILITY,22/01/2022,BAY OF PLENTY,RED,UTILITY,2606,FORD,JAPAN,GOODS VAN/TRUCK/UTILITY,1997
3442,SILVER,SUBARU,FORESTER,2005,HATCHBACK,28/01/2022,CANTERBURY,SILVER,STATION WAGON,1990,SUBARU,JAPAN,PASSENGER CAR/VAN,1998
3443,BLACK,NISSAN,BLUEBIRD,2005,SALOON,13/01/2022,CANTERBURY,RED,SALOON,1952,NISSAN,JAPAN,PASSENGER CAR/VAN,1988
3444,ORANGE,NISSAN,NAVARA,2018,UTILITY,21/12/2021,COUNTIES/MANUKAU,YELLOW,UTILITY,2960,NISSAN,JAPAN,GOODS VAN/TRUCK/UTILITY,1996
3445,WHITE,ISUZU,D-MAX,2019,UTILITY,1/11/2021,CENTRAL,SILVER,UTILITY,2999,ISUZU,THAILAND,GOODS VAN/TRUCK/UTILITY,2011
3446,WHITE,FORD,RANGER,2016,UTILITY,26/12/2021,EASTERN,GREY,SELF PROPELLED CARAVAN,3830,HINO,JAPAN,MOTOR CARAVAN,1988
3447,GREY,NISSAN,JUKE,2011,HATCHBACK,19/03/2022,WAITEMATA,WHITE,HATCHBACK,1598,NISSAN,UNITED KINGDOM,PASSENGER CAR/VAN,2014
3448,PURPLE,MAZDA,PREMACY,2009,STATIONWAGON,7/01/2022,WAIKATO,BLUE,STATION WAGON,1839,MAZDA,JAPAN,PASSENGER CAR/VAN,2000
3449,BLACK,SUBARU,IMPREZA,2009,HATCHBACK,6/02/2022,COUNTIES/MANUKAU,WHITE,SALOON,1597,SUBARU,JAPAN,PASSENGER CAR/VAN,1993
3450,SILVER,TOYOTA,BLADE,2007,HATCHBACK,25/03/2022,WAITEMATA,BLACK,HATCHBACK,3456,TOYOTA,JAPAN,PASSENGER CAR/VAN,2007
3451,SILVER,MITSUBISHI,OUTLANDER,2005,STATIONWAGON,15/12/2021,SOUTHERN,SILVER,STATION WAGON,2359,MITSUBISHI,JAPAN,PASSENGER CAR/VAN,2006
3452,SILVER,HOLDEN,RODEO 4X4,2003,UTILITY,1/11/2021,COUNTIES/MANUKAU,WHITE,UTILITY,2499,HOLDEN,JAPAN,GOODS VAN/TRUCK/UTILITY,1996
3453,SILVER,MITSUBISHI,OUTLANDER,2007,STATIONWAGON,18/02/2022,EASTERN,SILVER,STATION WAGON,2359,MITSUBISHI,JAPAN,PASSENGER CAR/VAN,2006
3454,SILVER,VOLVO,V50,2007,STATIONWAGON,15/02/2022,AUCKLAND CITY,RED,MOTORCYCLE,500,MOTO GUZZI,ITALY,MOTORCYCLE,1981
3455,BLACK,AUDI,A3,2005,HATCHBACK,26/02/2022,WAIKATO,BLUE,SELF PROPELLED CARAVAN,2700,BEDFORD,NOT KNOWN,MOTOR CARAVAN,1957
3456,SILVER,SUBARU,IMPREZA,2010,HATCHBACK,7/03/2022,WAIKATO,WHITE,SALOON,1597,SUBARU,JAPAN,PASSENGER CAR/VAN,1993
3457,SILVER,TOYOTA,COROLLA,2006,HATCHBACK,5/02/2022,WAITEMATA,RED,HATCHBACK,1296,TOYOTA,JAPAN,PASSENGER CAR/VAN,1993
3458,WHITE,SUBARU,IMPREZA,2000,SALOON,30/01/2022,WAITEMATA,WHITE,SALOON,1597,SUBARU,JAPAN,PASSENGER CAR/VAN,1993
3459,BLUE,BMW,320I,2008,SALOON,3/11/2021,WAITEMATA,WHITE,SALOON,1990,BMW,SOUTH AFRICA,PASSENGER CAR/VAN,1986
3460,SILVER,TOYOTA,VITZ,2005,HATCHBACK,11/03/2022,CANTERBURY,WHITE,HATCHBACK,990,TOYOTA,JAPAN,PASSENGER CAR/VAN,2000
3461,SILVER,FORD,TERRITORY,2006,STATIONWAGON,15/11/2021,CANTERBURY,SILVER,STATION WAGON,3984,FORD,AUSTRALIA,PASSENGER CAR/VAN,2004
3462,RED,MAZDA,DEMIO,2005,HATCHBACK,5/04/2022,WAITEMATA,RED,HATCHBACK,1498,MAZDA,JAPAN,PASSENGER CAR/VAN,1997
3463,SILVER,TRAILER,FACTORY,2008,TRAILER,29/11/2021,BAY OF PLENTY,GREY,DOMESTIC TRAILER,0,TRAILER,NOT KNOWN,TRAILER/CARAVAN,1979
3464,GREEN,HOMEBUILT,TRAILER,2008,TRAILER,26/02/2022,CENTRAL,CREAM,FLAT-DECK TRAILER,0,STEELBRO,NEW ZEALAND,TRAILER/CARAVAN,1994
3465,SILVER,BRIFORD,7X4,2008,TRAILER,11/11/2021,CENTRAL,GREEN,DOMESTIC TRAILER,0,HOMEBUILT,NEW ZEALAND,TRAILER/CARAVAN,1987
3466,SILVER,TRAILER,FACTORY BUILD,2008,TRAILER,29/10/2021,EASTERN,SILVER,DOMESTIC TRAILER,0,TRAILER,NEW ZEALAND,TRAILER/CARAVAN,1998
3467,SILVER,TRAILER,LITEWEIGHT TIP,2008,TRAILER,3/04/2022,BAY OF PLENTY,SILVER,FLAT-DECK TRAILER,0,TRAILER,NEW ZEALAND,TRAILER/CARAVAN,2008
3468,SILVER,TRAILER,FACTORY BUILT,2008,TRAILER,26/03/2022,TASMAN,RED,OTHER COMMERCIAL TRAILER,0,HOMEBUILT,NEW ZEALAND,TRAILER/CARAVAN,1988
3469,GREY,TRAILER,GENERAL PURPOSE,2008,TRAILER,30/12/2021,TASMAN,BLACK,DOMESTIC TRAILER,0,HOMEBUILT,NEW ZEALAND,TRAILER/CARAVAN,1987
3470,SILVER,TRAILER,WIRECO BUILT,2008,TRAILER,29/03/2022,BAY OF PLENTY,SILVER,DOMESTIC TRAILER,0,TRAILER,NEW ZEALAND,TRAILER/CARAVAN,2009
3471,SILVER,TRAILER,CUSTOM,2008,TRAILER - HEAVY,25/03/2022,COUNTIES/MANUKAU,BLACK,MOTORCYCLE,1800,LVV,NEW ZEALAND,MOTORCYCLE,1986
3472,SILVER,NISSAN,TIIDA,2008,HATCHBACK,20/02/2022,COUNTIES/MANUKAU,WHITE,SALOON,1797,NISSAN,JAPAN,PASSENGER CAR/VAN,2007
3473,SILVER,TOYOTA,MARKX,2008,SALOON,8/10/2021,AUCKLAND CITY,SILVER,SALOON,2499,TOYOTA,JAPAN,PASSENGER CAR/VAN,2005
3474,SILVER,TOYOTA,MARKX,2008,SALOON,8/10/2021,AUCKLAND CITY,SILVER,SALOON,2499,TOYOTA,JAPAN,PASSENGER CAR/VAN,2005
3475,BLACK,VOLKSWAGEN,GOLF,2007,HATCHBACK,21/03/2022,WAITEMATA,RED,HATCHBACK,1780,VOLKSWAGEN,JAPAN,PASSENGER CAR/VAN,1987
3476,SILVER,TOYOTA,VITZ,2005,HATCHBACK,31/01/2022,WAIKATO,WHITE,HATCHBACK,990,TOYOTA,JAPAN,PASSENGER CAR/VAN,2000
3477,WHITE,MITSUBISHI,COLT,2007,HATCHBACK,16/03/2022,AUCKLAND CITY,SILVER,DOMESTIC TRAILER,0,TRAILER,NOT KNOWN,TRAILER/CARAVAN,1985
3478,RED,SUBARU,IMPREZA,1996,STATIONWAGON,14/01/2022,CENTRAL,WHITE,SALOON,1597,SUBARU,JAPAN,PASSENGER CAR/VAN,1993
3479,SILVER,MAZDA,ATENZA,2003,STATIONWAGON,27/10/2021,WELLINGTON,YELLOW,SALOON,2260,MAZDA,JAPAN,PASSENGER CAR/VAN,2002
3480,BLACK,DODGE,NITRO,2008,STATIONWAGON,2/04/2022,BAY OF PLENTY,BLACK,STATION WAGON,3700,DODGE,UNITED STATES,PASSENGER CAR/VAN,2008
3481,BLUE,MAZDA,ATENZA,2008,STATIONWAGON,29/11/2021,WELLINGTON,YELLOW,SALOON,2260,MAZDA,JAPAN,PASSENGER CAR/VAN,2002
3482,RED,SUZUKI,SWIFT,2009,HATCHBACK,26/12/2021,CANTERBURY,WHITE,HATCHBACK,1298,SUZUKI,JAPAN,PASSENGER CAR/VAN,1995
3483,SILVER,SUZUKI,SX4,2009,HATCHBACK,27/10/2021,CANTERBURY,BLUE,HATCHBACK,1990,SUZUKI,JAPAN,PASSENGER CAR/VAN,2007
3484,SILVER,TOYOTA,MARKX,2005,SALOON,1/04/2022,AUCKLAND CITY,SILVER,SALOON,2499,TOYOTA,JAPAN,PASSENGER CAR/VAN,2005
3485,SILVER,FOTON,TUNLAND,2019,UTILITY,21/02/2022,CENTRAL,BLUE,UTILITY,2776,FOTON,CHINA,GOODS VAN/TRUCK/UTILITY,2014
3486,BLACK,NISSAN,SKYLINE,2007,SALOON,1/01/2022,WAITEMATA,BLACK,SALOON,1998,NISSAN,JAPAN,PASSENGER CAR/VAN,1986
3487,WHITE,NISSAN,TIIDA,2006,SALOON,30/01/2022,WAIKATO,WHITE,SALOON,1797,NISSAN,JAPAN,PASSENGER CAR/VAN,2007
3488,WHITE,BMW,335I,2006,SALOON,5/01/2022,WAITEMATA,SILVER,SALOON,2979,BMW,GERMANY,PASSENGER CAR/VAN,2007
3489,BLACK,BMW,X3,2006,STATIONWAGON,19/01/2022,COUNTIES/MANUKAU,GREY,STATION WAGON,2993,BMW,GERMANY,PASSENGER CAR/VAN,2006
3490,RED,MAZDA,ATENZA,2008,SALOON,11/02/2022,WELLINGTON,YELLOW,SALOON,2260,MAZDA,JAPAN,PASSENGER CAR/VAN,2002
3491,GREY,SUBARU,OUTBACK,2013,STATIONWAGON,1/12/2021,EASTERN,WHITE,STATION WAGON,2999,SUBARU,JAPAN,PASSENGER CAR/VAN,2001
3492,BLUE,MAZDA,DEMIO,2006,HATCHBACK,10/12/2021,WAIKATO,RED,HATCHBACK,1498,MAZDA,JAPAN,PASSENGER CAR/VAN,1997
3493,SILVER,TOYOTA,IST,2004,HATCHBACK,16/02/2022,CANTERBURY,BLUE,HATCHBACK,1496,TOYOTA,JAPAN,PASSENGER CAR/VAN,2002
3494,BLUE,SUBARU,LEGACY,2002,SALOON,14/02/2022,WELLINGTON,BROWN,SALOON,1994,SUBARU,JAPAN,PASSENGER CAR/VAN,1989
3495,BLUE,VOLKSWAGEN,GOLF,2009,STATIONWAGON,18/10/2021,NORTHLAND,RED,HATCHBACK,1780,VOLKSWAGEN,JAPAN,PASSENGER CAR/VAN,1987
3496,GOLD,NISSAN,TIIDA,2006,HATCHBACK,3/04/2022,BAY OF PLENTY,WHITE,SALOON,1797,NISSAN,JAPAN,PASSENGER CAR/VAN,2007
3497,WHITE,MAZDA,BONGO,2008,LIGHT VAN,6/03/2022,WELLINGTON,WHITE,FLAT-DECK TRUCK,1415,MAZDA,JAPAN,GOODS VAN/TRUCK/UTILITY,1990
3498,WHITE,NISSAN,TIIDA,2006,HATCHBACK,6/03/2022,BAY OF PLENTY,WHITE,SALOON,1797,NISSAN,JAPAN,PASSENGER CAR/VAN,2007
3499,YELLOW,MAZDA,ATENZA,2002,SALOON,20/02/2022,CENTRAL,YELLOW,SALOON,2260,MAZDA,JAPAN,PASSENGER CAR/VAN,2002
3500,GREEN,FORD,COURIER,2003,UTILITY,19/11/2021,BAY OF PLENTY,RED,UTILITY,2606,FORD,JAPAN,GOODS VAN/TRUCK/UTILITY,1997
3501,WHITE,FORD,COURIER,2000,UTILITY,20/03/2022,CANTERBURY,RED,UTILITY,2606,FORD,JAPAN,GOODS VAN/TRUCK/UTILITY,1997
3502,BROWN,MAZDA,DEMIO,2006,HATCHBACK,27/03/2022,COUNTIES/MANUKAU,RED,HATCHBACK,1498,MAZDA,JAPAN,PASSENGER CAR/VAN,1997
3503,BLUE,BMW,320I,2008,SALOON,4/11/2021,NORTHLAND,WHITE,SALOON,1990,BMW,SOUTH AFRICA,PASSENGER CAR/VAN,1986
3504,SILVER,HOLDEN,COLORADO,2019,UTILITY,6/03/2022,COUNTIES/MANUKAU,SILVER,UTILITY,2999,HOLDEN,THAILAND,GOODS VAN/TRUCK/UTILITY,2009
3505,RED,BMW,323I,2000,SALOON,7/10/2021,WELLINGTON,GREY,SALOON,2316,BMW,OTHER,PASSENGER CAR/VAN,1984
3506,PURPLE,NISSAN,PRESAGE,2007,STATIONWAGON,5/04/2022,EASTERN,SILVER,STATION WAGON,2388,NISSAN,JAPAN,PASSENGER CAR/VAN,1998
3507,BLUE,MAZDA,AXELA,2008,HATCHBACK,10/01/2022,WELLINGTON,BLUE,HATCHBACK,2260,MAZDA,JAPAN,PASSENGER CAR/VAN,2004
3508,SILVER,AUDI,A4,2010,SALOON,23/03/2022,WAITEMATA,GREY,SALOON,1781,AUDI,GERMANY,PASSENGER CAR/VAN,1995
